question_id,subject,chapter,topic,question,options,correct_option,answer,explanation,question_type,paper_id
43iXG9zjRuTrzgRtZqrQT,maths,definite-integration,properties-of-definite-integration,"If    $$\int\limits_1^2 {{{dx} \over {{{\left( {{x^2} - 2x + 4} \right)}^{{3 \over 2}}}}}}  = {k \over {k + 5}},$$  then k is equal to : ","[{""identifier"": ""A"", ""content"": ""1""}, {""identifier"": ""B"", ""content"": ""2""}, {""identifier"": ""C"", ""content"": ""3""}, {""identifier"": ""D"", ""content"": ""4""}]","[""A""]",,"Given, I = $$\int\limits_1^2 {{{dx} \over {{{\left( {{x^2} - 2x + 4} \right)}^{{3 \over 2}}}}}} $$
<br><br>= $$\int\limits_1^2 {{{dx} \over {{{\left[ {{{\left( {x - 1} \right)}^2} + 3} \right]}^{{3 \over 2}}}}}} $$
<br><br>Let x $$-$$ 1 = $$\sqrt 3 $$ tan$$\theta $$
<br><br>$$ \Rightarrow $$$$\,\,\,$$ dx = $$\sqrt 3 $$ sec<sup>2</sup>$$\theta $$ d$$\theta $$
<br><br>When x = 1, then $$\theta $$ = 0
<br><br>and when x = 2, $$\theta $$ = $${\pi  \over 6}$$
<br><br>I = $$\int\limits_0^{{\pi  \over 6}} {{{\sqrt 3 {{\sec }^2}\theta \,d\theta } \over {{{\left( {3{{\tan }^2}\theta  + 3} \right)}^{{3 \over 2}}}}}} $$
<br><br>= $$\int\limits_0^{{\pi  \over 6}} {{{\sqrt 3 {{\sec }^2}\theta \,d\theta } \over {{{\left( {3{{\sec }^2}\theta } \right)}^{{3 \over 2}}}}}} $$
<br><br>= $$\int\limits_0^{{\pi  \over 6}} {{{\sqrt 3 {{\sec }^2}\theta \,d\theta } \over {3\sqrt 3 {{\sec }^3}\theta }}} $$
<br><br>= $${1 \over 3}$$ $$\int\limits_0^{{\pi  \over 6}} {{{d\theta } \over {\sec \theta }}} $$
<br><br>= $${1 \over 3}\int\limits_0^{{\pi  \over 6}} {\cos \theta \,d\theta } $$
<br><br>= $${1 \over 3}{\left[ {\sin \theta } \right]_\theta }^{{\pi  \over 6}}$$
<br><br>= $${1 \over 3} \times {1 \over 2}$$
<br><br>= $${1 \over 6}$$
<br><br>$$\therefore\,\,\,$$ According to the question, 
<br><br>$${k \over {k + 5}}$$ = $${1 \over 6}$$
<br><br>$$ \Rightarrow $$$$\,\,\,$$ 6k = k + 5
<br><br>$$ \Rightarrow $$$$\,\,\,$$ k = 1",mcq,jee-main-2017-online-9th-april-morning-slot
q5elwpzUgF4Mve5d,maths,definite-integration,properties-of-definite-integration,The integral $$\int\limits_{{\pi  \over 4}}^{{{3\pi } \over 4}} {{{dx} \over {1 + \cos x}}} $$ is equal to,"[{""identifier"": ""A"", ""content"": ""2""}, {""identifier"": ""B"", ""content"": ""4""}, {""identifier"": ""C"", ""content"": ""$$-$$ 1""}, {""identifier"": ""D"", ""content"": ""$$-$$ 2""}]","[""A""]",,"$$\int\limits_{{\pi  \over 4}}^{{{3\pi } \over 4}} {{{dx} \over {1 + \cos x}}} $$ 
<br><br>= $$\int\limits_{{\pi  \over 4}}^{{{3\pi } \over 4}} {{{dx} \over {2{{\cos }^2}{x \over 2}}}} $$
<br><br>= $${1 \over 2}\int\limits_{{\pi  \over 4}}^{{{3\pi } \over 4}} {{{\sec }^2}} {x \over 2}\,dx$$
<br><br>$${1 \over 2}\left[ {{{\tan {x \over 2}} \over {{1 \over 2}}}} \right]_{{\pi  \over 4}}^{{{3\pi } \over 4}}$$
<br><br>= $$\left[ {\tan {x \over 2}} \right]_{{\pi  \over 4}}^{{3 \over 4}}$$
<br><br>= tan $${{3\pi } \over 8}$$ $$-$$ tan$${\pi  \over 8}$$
<br><br>= $$\left( {\sqrt 2  + 1} \right) - \left( {\sqrt 2  - 1} \right)$$
<br><br>= 2",mcq,jee-main-2017-offline
lmtomciSwqh47mDgXTMln,maths,definite-integration,properties-of-definite-integration,"If $$f(x) = \int\limits_0^x {t\left( {\sin x - \sin t} \right)dt\,\,\,} $$ then :","[{""identifier"": ""A"", ""content"": ""f'''(x) + f''(x) = sinx""}, {""identifier"": ""B"", ""content"": ""f'''(x) + f''(x) $$-$$ f'(x) = cosx""}, {""identifier"": ""C"", ""content"": ""f'''(x) + f'(x) = cosx $$-$$ 2x sinx""}, {""identifier"": ""D"", ""content"": ""f'''(x) $$-$$ f''(x) = cosx $$-$$ 2x sinx""}]","[""D""]",,"f(x) = $$\int_0^x {t(\sin x - \sin t).dt} $$
<br><br>= sin x$$\int_0^x {t.dt - \int_0^x {t\sin t.dt} } $$
<br><br>= $${{{x^2}} \over 2}$$ sin x +$$\left[ {t\cos t} \right]_0^x$$ + sin x
<br><br>$$ \Rightarrow $$f(x) = $${{{x^2}} \over 2}$$ sinx + xcosx + sinx
<br><br>f'(x) = $${{{x^2}} \over 2}$$ cosx + 2cos x
<br><br>f''(x) = x cos x $$-$$ $${{{x^2}} \over 2}$$ sin x $$-$$ 2sin x
<br><br>f'''(x) = cos x $$-$$ 2x sin x $$-$$ $${{{x^2}} \over 2}$$ cos x $$-$$ 2cos x
<br><br>$$\therefore\,\,\,$$ f'''(x) + f'(x) = cos x $$-$$ 2x sin x",mcq,jee-main-2018-online-16th-april-morning-slot
18LtmLb3I2TL8sFD,maths,definite-integration,properties-of-definite-integration,The value of $$\int\limits_{ - \pi /2}^{\pi /2} {{{{{\sin }^2}x} \over {1 + {2^x}}}} dx$$ is,"[{""identifier"": ""A"", ""content"": ""$${\\pi  \\over 4}$$""}, {""identifier"": ""B"", ""content"": ""$${\\pi  \\over 8}$$""}, {""identifier"": ""C"", ""content"": ""$${\\pi  \\over 2}$$""}, {""identifier"": ""D"", ""content"": ""$${4\\pi }$$""}]","[""A""]",,"As we know, 
<br><br>$$\int\limits_a^b { + \left( x \right)dx}  = \int\limits_a^b {f\left( {a + b - x} \right)} dx$$
<br><br>Let $$I = \int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {\,\,{{{{\sin }^2}x} \over {1 + {2^x}}}} \,dx$$
<br><br>$$ \Rightarrow \,\,\,\,I = \int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {\,\,{{{{\sin }^2}\left( { - {\pi  \over 2} + {\pi  \over 2} - x} \right)} \over {1 + {2^{ - {\pi  \over 2} + {\pi  \over 2} - x}}}}} $$
<br><br>$$ \Rightarrow\,\,\,\, I = \int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {{{{{\sin }^2}x} \over {1 + {2^{ - x}}}}} dx$$
<br><br>$$ \Rightarrow \,\,\,\,I = \int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {{{{2^x}{{\sin }^2}x} \over {1 + {2^x}}}} \,\,dx$$
<br><br>$$\therefore\,\,\,$$ $$2I = \int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {\left( {{{{{\sin }^2}x} \over {1 + {2^x}}} + {{{2^x}{{\sin }^2}x} \over {1 + {2^x}}}} \right)} \,\,dx$$
<br><br>$$ \Rightarrow \,\,\,\,2I = \int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {{{\sin }^2}x\left( {{{1 + {2^x}} \over {1 + {2^x}}}} \right)} \,\,dx$$
<br><br>$$ \Rightarrow \,\,\,\,2I = \int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {{{\sin }^2}x} \,\,dx$$
<br><br>$$ \Rightarrow \,\,\,\,2I = 2\int\limits_0^{{\pi  \over 2}} {{{\sin }^2}x} \,\,dx\,\,\,$$ [ as sin<sup>2</sup>
x is an even function ]
<br><br>$$ \Rightarrow \,\,\,\,I = \int\limits_0^{{\pi  \over 2}} {{{\sin }^2}x} \,\,dx\,\,\,\,$$
<br><br>[ as $$\,\,\,\,$$ $$\int\limits_0^a {f\left( a \right)\,\,dx = \int\limits_0^a {f\left( {a - x} \right)\,dx]} } $$
<br><br>So, $$\,\,\,$$ $$I = \int\limits_0^{{\pi \over 2}} {{{\sin }^2}\left( {{b \over 2} - x} \right)} \,\,dx\,\,\,\,$$
<br><br>$$\,\,\,I = \int\limits_0^{{\pi \over 2}} {{{\cos }^2}x} \,\,dx\,\,\,\,$$
<br><br>$$\therefore\,\,\,\,$$ $$\,\,\,\,2I = \int\limits_0^{{\pi \over 2}} {\left( {{{\sin }^2}x + {{\cos }^2}x} \right)} \,\,dx\,\,\,\,$$
<br><br>$$ \Rightarrow \,\,\,\,2I = \int\limits_0^{{\pi  \over 2}} \, \,\,dx\,\,\,\,$$
<br><br>$$ \Rightarrow \,\,\,\,2I = {\left[ x \right]_0}^{{\pi  \over 2}}$$
<br><br>$$ \Rightarrow \,\,\,\,2I = {\pi  \over 2}$$
<br><br>$$ \Rightarrow \,\,\,\,I = {\pi  \over 4}$$",mcq,jee-main-2018-offline
sDlJBQ4AqBdys5neBbBT4,maths,definite-integration,properties-of-definite-integration,The value of integral $$\int_{{\pi  \over 4}}^{{{3\pi } \over 4}} {{x \over {1 + \sin x}}dx} $$ is :,"[{""identifier"": ""A"", ""content"": ""$$\\pi \\sqrt 2 $$ ""}, {""identifier"": ""B"", ""content"": ""$$\\pi \\left( {\\sqrt 2  - 1} \\right)$$""}, {""identifier"": ""C"", ""content"": ""$${\\pi  \\over 2}\\left( {\\sqrt 2  + 1} \\right)$$""}, {""identifier"": ""D"", ""content"": ""$$2\\pi \\left( {\\sqrt 2  - 1} \\right)$$""}]","[""B""]",,"Let &nbsp;$$I = \int_{{\pi  \over 4}}^{{{3\pi } \over 4}} {{x \over {1 + \sin x}}dx} $$
<br><br>also let K = $${x \over {1 + \sin x}}$$
<br><br>Multiplying numerator and denominator by 
<br>(1 $$-$$ sin x) we get;
<br><br>$$K = {{x\left( {1 - \sin x} \right)} \over {1 - {{\left( {\sin x} \right)}^2}}} = {{x(1 - \sin x)} \over {{{\left( {\cos x} \right)}^2}}}$$
<br><br>= x(1 $$-$$ sin x) sec<sup>2</sup>x
<br><br>= x sec<sup>2</sup>x $$-$$ x sin x sec<sup>2</sup>x = x sec<sup>2</sup>x $$-$$ x tan x sec x
<br><br>Now,  $$I = \int_{{\pi  \over 4}}^{{{3\pi } \over 4}} {x{{\sec }^2}xdx - \int_{{\pi  \over 4}}^{{{3\pi } \over 4}} {x\sec x\,\tan \,xdx} } $$
<br><br>$$ \Rightarrow $$ I = $$\left| {x\tan x} \right|_{{\pi  \over 4}}^{{{3\pi } \over 4}} - \left[ {\log \left( {\sec x} \right)} \right]_{{\pi  \over 4}}^{{{3\pi } \over 4}}$$
<br><br> - $$\left| {{x \over {\cos x}}} \right|_{{\pi  \over 4}}^{{{3\pi } \over 4}} - \int\limits_{{\pi  \over 4}}^{{{3\pi } \over 4}} {{{dx} \over {\cos x}}} $$
<br><br>$$ \Rightarrow $$ I = $$\left| {x\tan x} \right|_{{\pi  \over 4}}^{{{3\pi } \over 4}}$$ - $$\left| {{x \over {\cos x}}} \right|_{{\pi  \over 4}}^{{{3\pi } \over 4}}$$
<br><br> $$ - \left[ {\log \left( {\sec x + \tan x} \right)} \right]_{{\pi  \over 4}}^{{{3\pi } \over 4}}$$
<br><br>$$ \Rightarrow $$ I = $$ - {{3\pi } \over 4} - {\pi  \over 4}$$$$ + {{3\pi } \over 4}\left( {\sqrt 2 } \right)$$$$ + {\pi  \over 4}\left( {\sqrt 2 } \right)$$
<br><br>$$ - \log \left( {\sqrt 2  + 1} \right)$$$$ + \log \left( {\sqrt 2  + 1} \right)$$
<br><br>$$ \Rightarrow $$ I = -$$\pi $$ + $${\sqrt 2 \pi }$$
<br><br>$$ \Rightarrow $$ I = $$\pi \left( {\sqrt 2  - 1} \right)$$",mcq,jee-main-2018-online-15th-april-evening-slot
nN0nJ47xujdPhmz7yV4hn,maths,definite-integration,properties-of-definite-integration,"The value of the integral
<br/><br/>$$\int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {{{\sin }^4}} x\left( {1 + \log \left( {{{2 + \sin x} \over {2 - \sin x}}} \right)} \right)dx$$ is :","[{""identifier"": ""A"", ""content"": ""0""}, {""identifier"": ""B"", ""content"": ""$${3 \\over 4}$$""}, {""identifier"": ""C"", ""content"": ""$${3 \\over 8}$$ $$\\pi $$""}, {""identifier"": ""D"", ""content"": ""$${3 \\over 16}$$ $$\\pi $$""}]","[""C""]",,"Let 
<br><br>I = $$\int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {{{\sin }^4}} x\left( {1 + \log \left( {{{2 + \sin x} \over {2 - \sin x}}} \right)} \right)dx$$ ......(1)
<br><br>$$ \Rightarrow $$ I = $$\int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {{{\sin }^4}}(- x)\left( {1 + \log \left( {{{2 + \sin (- x)} \over {2 - \sin(- x)}}} \right)} \right)dx$$
<br><br>[ As $$\int\limits_a^b { f \left( x \right)dx}  = \int\limits_a^b {f\left( {a + b - x} \right)} dx$$ ]
<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;=  $$\int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {{{\sin }^4}} x\left( {1 + \log \left( {{{2 - \sin x} \over {2 + \sin x}}} \right)} \right)dx$$ 
<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;=  $$\int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {{{\sin }^4}} x\left( {1 - \log \left( {{{2  + \sin x} \over {2 - \sin x}}} \right)} \right)dx$$ .......(2)
<br><br>Adding equation (1) and (2) we get,
<br><br>2I = 2$$\int\limits_{ - {\pi  \over 2}}^{{\pi  \over 2}} {{{\sin }^4}} xdx$$
<br><br>2I = 4$$\int\limits_0^{{\pi  \over 2}} {{{\sin }^4}} xdx$$
<br><br>I = 2$$\int\limits_0^{{\pi  \over 2}} {{{\sin }^4}} xdx$$
<br><br>&nbsp;&nbsp;= $${{2 \times {3 \over 2} \times {1 \over 2} \times \pi } \over {2 \times 2}}$$ [ Using Gamma function ]
<br><br>&nbsp;&nbsp;= $${{3\pi } \over 8}$$",mcq,jee-main-2018-online-15th-april-morning-slot
bzr1Kmi7SeJ5VlDhpuDlx,maths,definite-integration,properties-of-definite-integration,"If   $${I_1} = \int_0^1 {{e^{ - x}}} {\cos ^2}x{\mkern 1mu} dx;$$
<br/><br/>    $${I_2} = \int_0^1 {{e^{ - {x^2}}}} {\cos ^2}x{\mkern 1mu} dx$$  and
<br/><br/>$${I_3} = \int_0^1 {{e^{ - {x^3}}}} dx;$$ then","[{""identifier"": ""A"", ""content"": ""I<sub>2</sub> &nbsp;&gt;&nbsp; I<sub>3</sub> &nbsp;&gt;&nbsp; I<sub>1</sub>""}, {""identifier"": ""B"", ""content"": ""I<sub>2</sub> &nbsp;&gt;&nbsp; I<sub>1</sub> &nbsp;&gt;&nbsp; I<sub>3</sub>""}, {""identifier"": ""C"", ""content"": ""I<sub>3</sub> &nbsp;&gt;&nbsp; I<sub>2</sub> &nbsp;&gt;&nbsp; I<sub>1</sub>""}, {""identifier"": ""D"", ""content"": ""I<sub>3</sub> &nbsp;&gt;&nbsp; I<sub>1</sub> &nbsp;&gt;&nbsp; I<sub>2</sub>""}]","[""C""]",,"Given,
<br><br>$${I_1} = \int_0^1 {{e^{ - x}}} {\cos ^2}x{\mkern 1mu} dx;$$
<br><br>$${I_2} = \int_0^1 {{e^{ - {x^2}}}} {\cos ^2}x{\mkern 1mu} dx$$ and 
<br><br>$${I_3} = \int_0^1 {{e^{ - {x^3}}}} dx$$
<br><br>For x $$ \in $$ (0, 1)
<br><br>$$ \Rightarrow $$&nbsp;&nbsp;x &gt; x<sup>2</sup> or $$-$$ x &lt; $$-$$ x<sup>2</sup>
<br><br>and x<sup>2</sup> &gt; x<sup>3</sup> or $$-$$ x<sup>2</sup> &lt; $$-$$ x<sup>3</sup>
<br><br>$$ \therefore $$ $${e^{ - {x^2}}}$$ &lt; $${e^{ - {x^3}}}$$ and $${e^{ - x}}$$ &lt; $${e^{ - {x^2}}}$$
<br><br>$$ \Rightarrow $$ $${e^{ - x}} &lt; {e^{ - {x^2}}} &lt; {e^{ - {x^3}}}$$
<br><br>$$ \Rightarrow $$ $${e^{ - {x^3}}} &gt; {e^{ - {x^2}}} &gt; {e^{ - x}}$$
<br><br>$$ \Rightarrow $$ $${I_3} &gt; {I_2} &gt; {I_1}$$",mcq,jee-main-2018-online-15th-april-evening-slot
7dfDkLzie5qJotpAyJPsR,maths,definite-integration,properties-of-definite-integration,"Let $$f(x) = \int\limits_0^x {g(t)dt} $$  where g is a non-zero even
function. If ƒ(x + 5) = g(x), then $$ \int\limits_0^x {f(t)dt} $$ equals-","[{""identifier"": ""A"", ""content"": ""5$$\\int\\limits_{x + 5}^5 {g(t)dt} $$""}, {""identifier"": ""B"", ""content"": ""$$\\int\\limits_{x + 5}^5 {g(t)dt} $$""}, {""identifier"": ""C"", ""content"": ""$$\\int\\limits_{5}^{x+5} {g(t)dt} $$""}, {""identifier"": ""D"", ""content"": ""2$$\\int\\limits_{5}^{x+5} {g(t)dt} $$""}]","[""B""]",,"$$f(x) = \int\limits_0^x {g(t)dt} $$
<br><br>$$f\left( { - x} \right) = \int\limits_0^{ - x} {g\left( t \right)} dt$$
<br><br>Put t = -v
<br><br>= $$ - \int\limits_0^x {g\left( { - v} \right)} dv$$ 
<br><br>= $$ - \int\limits_0^x {g\left( v \right)} d(v)$$ [ as g(v) is an even function.]
<br><br>= - f(x)
<br><br>$$ \Rightarrow $$ f(-x) = -f(x)
<br><br>$$ \therefore $$  f(x) is an odd function.
<br><br>Given ƒ(x + 5) = g(x)
<br><br>$$ \therefore $$ g(- x) = ƒ(- x + 5) 
<br><br>$$ \Rightarrow $$ g(x) = - f(x - 5) [as g(x) is even and f(x) is an odd function]
<br><br>Replacing x by x + 5, we get
<br><br>f(x) = - g(x + 5) ......(1)
<br><br>Now
<br><br>$$ \int\limits_0^x {f(t)dt} $$
<br><br>= $$ - \int\limits_0^x {g\left( {t + 5} \right)} dt$$
<br><br>= $$ - \int\limits_5^{x + 5} {g\left( t \right)} dt$$
<br><br>= $$\int\limits_{x + 5}^5 {g(t)dt} $$",mcq,jee-main-2019-online-8th-april-evening-slot
vJn2EyBHRDhnGJNUko3rsa0w2w9jxb3cgo0,maths,definite-integration,properties-of-definite-integration,"A value of $$\alpha $$ such that
<br/>$$\int\limits_\alpha ^{\alpha  + 1} {{{dx} \over {\left( {x + \alpha } \right)\left( {x + \alpha  + 1} \right)}}}  = {\log _e}\left( {{9 \over 8}} \right)$$ is :","[{""identifier"": ""A"", ""content"": ""2""}, {""identifier"": ""B"", ""content"": ""- 2""}, {""identifier"": ""C"", ""content"": ""$${1 \\over 2}$$""}, {""identifier"": ""D"", ""content"": ""$$-{1 \\over 2}$$""}]","[""B""]",,"$$I = \int\limits_\alpha ^{\alpha  + 1} {{{dx} \over {(x + \alpha )(x + \alpha  + 1)}}} $$<br><br>
Let<b> x + $$\alpha $$ = t </b> and <b>dx = dt</b><br><br>
$$I = \int\limits_{2\alpha }^{2\alpha  + 1} {{{dt} \over {t(t + 1)}}}  = \int\limits_{2\alpha }^{2\alpha  + 1} {\left( {{1 \over t} - {1 \over {t + 1}}} \right)dx} $$<br><br>
$$ \Rightarrow \left( {\ln t - \ln (t + 1)} \right)|_{2\alpha }^{2\alpha  + 1} = \ln \left( {{t \over {t + 1}}} \right)|_{2\alpha }^{2\alpha  + 1}$$<br><br>
$$ \Rightarrow \ln \left( {{{2\alpha  + 1} \over {2\alpha  + 2}}} \right) - \ln \left( {{{2\alpha } \over {2\alpha  + 1}}} \right)$$<br><br>
$$ \Rightarrow \ln \left( {{{2\alpha  + 1} \over {2\alpha  + 2}} \times {{2\alpha  + 1} \over {2\alpha }}} \right) = \ln \left( {{9 \over 8}} \right)$$<br><br>
$$ \Rightarrow {{{{\left( {2\alpha  + 1} \right)}^2}} \over {\left( {2\alpha  + 2} \right)}} = {{9\alpha } \over 4}$$<br><br>
$$4(4{\alpha ^2} + 1 + 4\alpha ) = 18{\alpha ^2} + 18\alpha $$<br><br>
$$ \Rightarrow 2{\alpha ^2} - 2\alpha  - 4 = 0$$<br><br>
$$ \Rightarrow {\alpha ^2} + \alpha  - 2 = 0$$<br><br>
$$ \Rightarrow (\alpha  + 2)(\alpha  - 1) = 0$$<br><br>
$$\alpha $$ = 1 or $$\alpha $$ = -2
",mcq,jee-main-2019-online-12th-april-evening-slot
maAWrFq0m2nmYcAJtZ3rsa0w2w9jx5cfz6r,maths,definite-integration,properties-of-definite-integration,"If $$\int\limits_0^{{\pi  \over 2}} {{{\cot x} \over {\cot x + \cos ecx}}} dx$$ = m($$\pi $$ + n), then m.n is equal to ","[{""identifier"": ""A"", ""content"": ""- 1""}, {""identifier"": ""B"", ""content"": ""1""}, {""identifier"": ""C"", ""content"": ""$$ - {1 \\over 2}$$""}, {""identifier"": ""D"", ""content"": ""$${1 \\over 2}$$""}]","[""A""]",,"$$\int\limits_0^{\pi /2} {{{\cot x} \over {\cot x + {\mathop{\rm cosec}\nolimits} \,x}}dx = } \int\limits_0^{\pi /2} {{{\cos x} \over {\cos x + 1}}dx} $$<br><br>
$$ \Rightarrow \int\limits_0^{\pi /2} {{{2{{\cos }^2}{x \over 2} - 1} \over {2{{\cos }^2}{x \over 2}}}dx = } \int\limits_0^{\pi /2} {\left( {1 - {1 \over 2}{{\sec }^2}{x \over 2}} \right)dx} $$<br><br>
$$ \Rightarrow \left( {x - \tan {x \over 2}} \right)_0^{\pi /2} = {\pi  \over 2} - 1 = {1 \over 2}\left( {\pi  - 2} \right)$$<br><br>
mn = $${1 \over 2}x - 2 =  - 1$$",mcq,jee-main-2019-online-12th-april-morning-slot
Ve0Btsv6GeVJ9Ug36y3rsa0w2w9jx25p121,maths,definite-integration,properties-of-definite-integration,The integral $$\int\limits_{\pi /6}^{\pi /3} {{{\sec }^{2/3}}} x\cos e{c^{4/3}}xdx$$ is equal to : ,"[{""identifier"": ""A"", ""content"": ""$${3^{{5 \\over 3}}} - {3^{{1 \\over 3}}}$$""}, {""identifier"": ""B"", ""content"": ""$${3^{{5 \\over 6}}} - {3^{{2 \\over 3}}}$$""}, {""identifier"": ""C"", ""content"": ""$${3^{{4 \\over 3}}} - {3^{{1 \\over 3}}}$$""}, {""identifier"": ""D"", ""content"": ""$${3^{{7 \\over 6}}} - {3^{{5 \\over 6}}}$$""}]","[""D""]",,"$$\int\limits_{\pi /6}^{\pi /3} {{{\sec }^{2/3}}x\,{{{\mathop{\rm cosec}\nolimits} }^{4/3}}x\,dx} $$<br><br>
$$ = \int {{{{{\sec }^2}x} \over {{{\tan }^{4/3}}x}}dx} $$<br><br>
Let tan x = t, sec<sup>2</sup> x dx = dt<br><br>
$$ = \int {{{dt} \over {{t^{4/3}}}}} $$<br><br>
$$I =  - 3\left( {{t^{ - 1/3}}} \right)$$<br><br>
$$ \Rightarrow \left( { - 3{{\left( {\tan x} \right)}^{{{ - 1} \over 3}}}} \right)_{\pi /6}^{\pi /3}$$<br><br>
$$ \Rightarrow 3\left( {{3^{{1 \over 3}}} - {1 \over {{3^{{1 \over 6}}}}}} \right)$$
= 3<sup>7/6</sup> - 3<sup>5/6</sup>
",mcq,jee-main-2019-online-10th-april-evening-slot
g1HvVGGm3HmxOOwDTB3rsa0w2w9jwxzkfe2,maths,definite-integration,properties-of-definite-integration,"The value of $$\int\limits_0^{2\pi } {\left[ {\sin 2x\left( {1 + \cos 3x} \right)} \right]} dx$$,
<br/>where [t] denotes the greatest integer function is :","[{""identifier"": ""A"", ""content"": ""2$$\\pi $$""}, {""identifier"": ""B"", ""content"": ""$$\\pi $$""}, {""identifier"": ""C"", ""content"": ""-2$$\\pi $$""}, {""identifier"": ""D"", ""content"": ""-$$\\pi $$""}]","[""D""]",,"$$I = \int\limits_0^{2\pi } {\left[ {\sin 2x(1 + \cos 3x)} \right]} dx$$ .... (i)<br><br>
$$ \therefore\int\limits_0^a {f(x)}  = \int\limits_0^a {f(a - x)} dx$$<br><br>
$$ \because I = \int\limits_0^{2\pi } {\left[ { - \sin 2x(1 + \cos 3x)} \right]} dx$$<br><br>
By (i) + (ii)<br><br>
$$ \Rightarrow 2I = \int\limits_0^{2\pi } {( - 1)dx} $$<br><br>
$$ \Rightarrow 2I =  - (x)_0^{2\pi }$$<br><br>
$$ \Rightarrow $$ I = –$$\pi $$",mcq,jee-main-2019-online-10th-april-morning-slot
ufHaLBHc98mkwrZOC618hoxe66ijvwufwrk,maths,definite-integration,properties-of-definite-integration,The value of the integral $$\int\limits_0^1 {x{{\cot }^{ - 1}}(1 - {x^2} + {x^4})dx} $$ is :-,"[{""identifier"": ""A"", ""content"": ""$${\\pi  \\over 2} - {1 \\over 2}{\\log _e}2$$""}, {""identifier"": ""B"", ""content"": ""$${\\pi  \\over 4} - {\\log _e}2$$""}, {""identifier"": ""C"", ""content"": ""$${\\pi  \\over 4} - {1 \\over 2}{\\log _e}2$$""}, {""identifier"": ""D"", ""content"": ""$${\\pi  \\over 2} - {\\log _e}2$$""}]","[""C""]",,"I = $$\int\limits_0^1 {x{{\cot }^{ - 1}}(1 - {x^2} + {x^4})dx} $$
<br><br>Let x<sup>2</sup> = t
<br><br>$$ \Rightarrow $$ 2xdx = dt
<br><br>At x = 0, t = 0
<br><br>At x = 1, t = 1
<br><br>I = $${1 \over 2}\int\limits_0^1 {{{\cot }^{ - 1}}\left( {1 - t + {t^2}} \right)dt} $$
<br><br>= $${1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left( {{1 \over {1 - t + {t^2}}}} \right)dt} $$
<br><br>= $${1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left( {{{t + \left( {1 - t} \right)} \over {1 - t + {t^2}}}} \right)dt} $$
<br><br>= $${1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left( {{{t + \left( {1 - t} \right)} \over {1 - t\left( {1 - t} \right)}}} \right)dt} $$
<br><br>= $${1 \over 2}\int\limits_0^1 {\left[ {{{\tan }^{ - 1}}\left( {1 - t} \right) + {{\tan }^{ - 1}}\left( t \right)} \right]dt} $$
<br><br>= $${1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left( t \right)dt}  + {1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left( {1 - t} \right)dt} $$
<br><br>= $${1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left( t \right)dt}  + {1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left( t \right)dt} $$
<br><br>[ As $${1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left( {1 - t} \right)dt} $$
<br><br>= $${1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left[ {0 + 1 - \left( {1 - t} \right)} \right]dt} $$
<br><br>= $${1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left( t \right)dt} $$ ]
<br><br>= $$2 \times {1 \over 2}\int\limits_0^1 {{{\tan }^{ - 1}}\left( t \right)dt} $$
<br><br>= $$\int\limits_0^1 {{{\tan }^{ - 1}}\left( t \right)dt} $$
<br><br>Using integration by parts rule
<br><br>= $$\left[ {t.{{\tan }^{ - 1}}\left( t \right)} \right]_0^1$$$$ - \int\limits_0^1 {t.{1 \over {1 + {t^2}}}} dt$$
<br><br>= $${\pi  \over 4} - {1 \over 2}\left[ {\log \left( {1 + {t^2}} \right)} \right]_0^1$$
<br><br>= $${\pi  \over 4} - {1 \over 2}{\log _e}2$$",mcq,jee-main-2019-online-9th-april-evening-slot
